family,file,line,cls,why,destination,check,condition,span,deferred
cumulative,recall_guarded_cumulative_runtime.py,264,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),held-out queries must be exact strings,type(raw) is not str,2,
cumulative,recall_guarded_cumulative_runtime.py,267,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),held-out queries must be non-empty,not query,2,
cumulative,recall_guarded_cumulative_runtime.py,278,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),at least one held-out query is required,not batch,2,
cumulative,recall_guarded_cumulative_runtime.py,310,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),unsupported combined cumulative store format,self.format != COMBINED_CUMULATIVE_STORE_FORMAT,2,
cumulative,recall_guarded_cumulative_runtime.py,326,Delete/identity,compares stored digest fields,delete (interior identity cross-check),combined store changed source turn/chunk identities,self.source_store_identity_sha256 != self.target_store_identity_sha256,2,
cumulative,recall_guarded_cumulative_runtime.py,329,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),artifact_id must be non-empty,not artifact,2,
cumulative,recall_guarded_cumulative_runtime.py,344,Test,ordering/cap comparison,move to pytest over the pure transformation,combined store cannot be empty,self.turn_count < 1 or self.chunk_count < 1,2,
cumulative,recall_guarded_cumulative_runtime.py,346,Test,equality of two derived values,move to pytest over the pure transformation,combined store retained request-token state,self.retained_request_token_state_bytes != 0,2,
cumulative,recall_guarded_cumulative_runtime.py,364,Delete/identity,compares stored digest fields,delete (interior identity cross-check),prepared store changed its compilation receipt,self.receipt.compilation_receipt_sha256 != self.compilation.receipt_sha256,4,
cumulative,recall_guarded_cumulative_runtime.py,366,Delete/identity,cross-check between two stored payloads,delete (interior identity cross-check),prepared store changed its discourse artifact,self.receipt.artifact_id != self.compilation.artifact.artifact_id,2,
cumulative,recall_guarded_cumulative_runtime.py,370,Delete/identity,compares stored digest fields,delete (interior identity cross-check),prepared store changed its discourse snapshot,self.receipt.snapshot_sha256 != self.compilation.final_snapshot.snapshot_sha256,4,
cumulative,recall_guarded_cumulative_runtime.py,374,Delete/identity,cross-check between two stored payloads,delete (interior identity cross-check),prepared store changed its retention attestation,self.receipt.retained_request_token_state_bytes != self.compilation.persisted_request_token_state_bytes,4,
cumulative,recall_guarded_cumulative_runtime.py,411,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),config must be an EvalConfig,"not isinstance(config, EvalConfig)",2,
cumulative,recall_guarded_cumulative_runtime.py,414,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),combined cumulative build requires causal_graph coverage retrieval,retrieval.mode != 'causal_graph' or not retrieval.coverage_selection,4,
cumulative,recall_guarded_cumulative_runtime.py,418,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),combined cumulative build requires a coverage selector,coverage_selector is None,2,
cumulative,recall_guarded_cumulative_runtime.py,422,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),source database does not exist:  {},not source.is_file(),2,
cumulative,recall_guarded_cumulative_runtime.py,424,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),refusing to replace combined store:  {},target.exists(),2,
cumulative,recall_guarded_cumulative_runtime.py,436,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),source corpus has no historical user queries,not training_queries,2,
cumulative,recall_guarded_cumulative_runtime.py,444,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),source corpus has no bounded historical user query,not bounded_training,2,
cumulative,recall_guarded_cumulative_runtime.py,460,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),source database changed while batching queries,"(_store_identity(source), file_sha256(source)) != ((source_identity, source_turns, source_chunks), source_database_sha256)",8,
cumulative,recall_guarded_cumulative_runtime.py,512,Operational,message: operational,keep in place (OS / TOCTOU / precondition),combined staging changed source turn/chunk counts,"(target_turns, target_chunks) != (source_turns, source_chunks)",2,
cumulative,recall_guarded_cumulative_runtime.py,520,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),source database changed during combined-store build,"(_store_identity(source), file_sha256(source)) != ((source_identity, source_turns, source_chunks), source_database_sha256)",8,
cumulative,recall_guarded_cumulative_runtime.py,597,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
cumulative,recall_guarded_cumulative_runtime.py,616,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),config must be an EvalConfig,"not isinstance(config, EvalConfig)",2,
cumulative,recall_guarded_cumulative_runtime.py,619,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),combined cumulative open requires causal_graph coverage retrieval,retrieval.mode != 'causal_graph' or not retrieval.coverage_selection,4,
cumulative,recall_guarded_cumulative_runtime.py,623,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),combined cumulative open requires a coverage selector,coverage_selector is None,2,
cumulative,recall_guarded_cumulative_runtime.py,626,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),combined store does not exist:  {},not target.is_dir(),2,
cumulative,recall_guarded_cumulative_runtime.py,631,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),combined store is missing its database or index,not database_path.is_file() or not index_path.is_file(),2,
cumulative,recall_guarded_cumulative_runtime.py,633,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),combined store database changed after publication,file_sha256(database_path) != receipt.target_database_sha256,2,
cumulative,recall_guarded_cumulative_runtime.py,635,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),combined store index changed after publication,file_sha256(index_path) != receipt.target_index_sha256,2,
cumulative,recall_guarded_cumulative_runtime.py,642,Delete/identity,compares stored digest fields,delete (interior identity cross-check),combined store source identity changed after publication,target_identity != receipt.target_store_identity_sha256 or turn_count != receipt.turn_count or chunk_count != receipt.chunk_count,6,
cumulative,recall_guarded_cumulative_runtime.py,646,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),combined store was built for another retrieval policy,receipt.retrieval_policy_sha256 != identity_sha256(retrieval.model_dump(mode='json')),4,
cumulative,recall_guarded_cumulative_runtime.py,654,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),combined store was built for another context budget,"receipt.context_budget_sha256 != identity_sha256({name: getattr(budget, name) for name in budget.__dataclass_fields__})",7,
cumulative,recall_guarded_cumulative_runtime.py,659,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),combined store was built for another held-out query batch,receipt.held_out_query_batch_sha256 != identity_sha256([{'query_sha256': quote_sha256(item)} for item in query_batch]),4,
cumulative,recall_guarded_cumulative_runtime.py,679,Delete/identity,compares stored digest fields,delete (interior identity cross-check),combined store discourse snapshot changed,snapshot.snapshot_sha256 != receipt.snapshot_sha256,2,
cumulative,recall_guarded_cumulative_runtime.py,681,Operational,message: operational,keep in place (OS / TOCTOU / precondition),combined store lost its compiled discourse artifact,compilation.artifact.artifact_id not in snapshot.artifact_ids,2,
cumulative,recall_guarded_cumulative_runtime.py,695,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,59,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  keys must be exact strings,type(key) is not str,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,61,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),{}  contains a forbidden output channel,key.strip().casefold() in _FORBIDDEN_OPEN_CHANNELS,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,69,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),{}  contains a forbidden output channel,value_type is str and value.strip().casefold() in _FORBIDDEN_OPEN_CHANNELS,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,86,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),payload  {}  must be a non-empty exact string,type(value) is not str or not value.strip(),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,88,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),payload plan must be an exact ClosurePlan,type(self.plan) is not ClosurePlan,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,90,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),payload packet must be an exact EvidencePacket,type(self.packet) is not EvidencePacket,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,92,Test,equality of two derived values,move to pytest over the pure transformation,payload query differs from its closure plan,self.retrieval_query != self.plan.query_program.query,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,107,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),payload contains a non-finite float,not math.isfinite(value),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,111,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  mapping keys must be exact strings,any((type(key) is not str for key in value)),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,121,InputValidation,no condition; presence check,keep in place (ordinary type/format validation),{}  has unsupported type  {},,1,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,126,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact EvidenceSpan,type(value) is not EvidenceSpan,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,159,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact EvidenceAtom,type(value) is not EvidenceAtom,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,178,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact EvidenceBundle,type(value) is not EvidenceBundle,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,196,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact EvidenceObligation,type(value) is not EvidenceObligation,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,228,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact QueryProgram,type(value) is not QueryProgram,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,230,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{} .obligations must be an exact tuple,type(value.obligations) is not tuple,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,260,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact ClosurePolicy,type(value) is not ClosurePolicy,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,280,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact DiscourseSnapshot,type(value) is not DiscourseSnapshot,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,315,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact EpisodeSeed,type(value) is not EpisodeSeed,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,329,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact ObligationResult,type(value) is not ObligationResult,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,350,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact ClosureScopeWitness,type(value) is not ClosureScopeWitness,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,373,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact ClosurePlan,type(value) is not ClosurePlan,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,382,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{} . {}  must be an exact tuple,"type(getattr(value, name)) is not tuple",2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,450,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact ClosureReceipt,type(value) is not ClosureReceipt,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,456,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{} .dropped_bundle_reasons must map strings to strings,type(dropped) is not dict or any((type(item) is not str for item in dropped.values())),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,531,Test,equality of two derived values,move to pytest over the pure transformation,packet  {}  differs from its closure-plan table,canonical_json(left_payload) != canonical_json(right_payload),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,550,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),payload  {}  must be a non-empty exact string,type(value) is not str or not value.strip(),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,552,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),payload plan must be an exact ClosurePlan,type(plan) is not ClosurePlan,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,554,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),payload packet must be an exact EvidencePacket,type(packet) is not EvidencePacket,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,556,Test,equality of two derived values,move to pytest over the pure transformation,payload query differs from its closure plan,retrieval_query != plan.query_program.query,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,562,Test,equality of two derived values,move to pytest over the pure transformation,packet atom is absent from its closure plan,expected is None,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,567,Test,equality of two derived values,move to pytest over the pure transformation,packet bundle is absent from its closure plan,expected is None,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,588,InputValidation,no condition; presence check,keep in place (ordinary type/format validation),unsupported JSON constant  {},,1,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,595,Behavioral,message: nesting/monotonicity,KEEP in-path (recall guard: monotonic nesting),payload contains a duplicate JSON key,key in result,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,602,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact JSON object,type(value) is not dict or any((type(key) is not str for key in value)),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,604,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),{}  has a non-closed schema,set(value) != keys,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,610,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact JSON array,type(value) is not list,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,616,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact non-empty string,type(value) is not str or (not empty and (not value.strip())),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,630,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact boolean,type(value) is not bool,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,636,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact integer,type(value) is not int,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,650,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact finite float,type(value) is not float or not math.isfinite(value),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,665,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be an exact tuple of exact strings,type(value) is not tuple or any((type(item) is not str for item in value)),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,675,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),{}  contains a non-finite float,not math.isfinite(value),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,684,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  has a non-string key,any((type(key) is not str for key in value)),2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,686,InputValidation,no condition; presence check,keep in place (ordinary type/format validation),{}  contains a non-JSON value,,1,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,1110,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),dropped bundle reasons must contain exact strings,"any((type(key) is not str or type(item) is not str for key, item in dropped.items()))",2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,1180,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),payload must be exact bytes,type(payload) is not bytes,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,1188,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),cannot decode latent-training payload,,1,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,1191,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),unsupported latent-training payload format,row['format'] != LATENT_TRAINING_PAYLOAD_FORMAT,2,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,1218,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),packet references an unknown plan row,,1,
diffuse-replay,_diffuse_latent_training_corpus_codec.py,1241,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),latent-training payload is not canonical JSON,"encode_latent_training_payload(retrieval_query, plan, packet, question_id=question_id, prompt_question=prompt_question) != payload",8,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,56,Test,membership in a literal set (enum),move to pytest over the pure transformation,corpus path requires a bounded child name,"not path.name or path.name in {'.', '..'}",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,70,Test,len() arity comparison,move to pytest over the pure transformation,corpus enumeration repeated an entry,len(names) != len(set(names)),2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,73,Operational,message: operational,keep in place (OS / TOCTOU / precondition),corpus root directory is not closed,"set(names) != {ROOT_MANIFEST_NAME, *_DIRECTORIES}",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,77,Test,equality of two derived values,move to pytest over the pure transformation,partition directory is not closed,"set(names) != {'fit.json', 'validation.json'}",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,81,Test,len() arity comparison,move to pytest over the pure transformation,row directory exceeds its closed schema,len(names) > _MAX_ROWS or any((_ROW_NAME.fullmatch(name) is None for name in names)),2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,87,Test,len() arity comparison,move to pytest over the pure transformation,payload directory exceeds its closed schema,len(names) > _MAX_ROWS or any((_PAYLOAD_NAME.fullmatch(name) is None for name in names)),4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,89,Operational,no condition; operational message,keep in place (OS / TOCTOU / precondition),corpus traversal exceeded its maximum depth,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,229,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),cannot resolve an opened corpus handle,not needed,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,235,Test,len() arity comparison,move to pytest over the pure transformation,cannot resolve an opened corpus handle,not written or written >= len(buffer),2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,247,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),cannot inspect an opened corpus handle,"not _kernel32.GetFileInformationByHandle(handle, ctypes.byref(value))",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,295,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),cannot safely open corpus path,handle == _INVALID_HANDLE,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,300,Test,set operation (ownership/subset),move to pytest over the pure transformation,corpus path contains a reparse point,attributes & _FILE_ATTRIBUTE_REPARSE_POINT,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,303,Operational,message: operational,keep in place (OS / TOCTOU / precondition),corpus entry has the wrong filesystem type,actual_directory is not directory,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,305,Operational,message: operational,keep in place (OS / TOCTOU / precondition),opened corpus path escaped its lexical location,_win_final_path(raw) != os.path.normcase(os.path.normpath(str(path))),2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,309,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,314,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),cannot close corpus handle,not _kernel32.CloseHandle(handle),2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,341,Test,membership in a literal set (enum),move to pytest over the pure transformation,,"code in {80, 183}",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,342,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),cannot atomically publish corpus directory,"not _kernel32.SetFileInformationByHandle(entry.handle, _FILE_RENAME_INFO_CLASS, buffer, size)",10,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,353,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),cannot delete owned corpus object by handle,"not _kernel32.SetFileInformationByHandle(entry.handle, _FILE_DISPOSITION_INFO_CLASS, ctypes.byref(value), ctypes.sizeof(value))",7,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,358,Test,ordering/cap comparison,move to pytest over the pure transformation,corpus file exceeds its pre-parse byte cap,entry.is_directory or entry.size > limit,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,360,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),cannot seek corpus file,"not _kernel32.SetFilePointerEx(entry.handle, 0, None, 0)",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,370,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),cannot read corpus file,"not _kernel32.ReadFile(entry.handle, buffer, width, ctypes.byref(read), None)",4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,372,Operational,message: operational,keep in place (OS / TOCTOU / precondition),corpus file ended before its snapshotted size,read.value == 0,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,377,Operational,message: operational,keep in place (OS / TOCTOU / precondition),corpus file changed while being read,_win_info(entry.handle)[0] != entry.identity,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,416,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),cannot safely open corpus path,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,420,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),corpus entry has the wrong filesystem type,not expected,3,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,426,Operational,message: operational,keep in place (OS / TOCTOU / precondition),atomic no-replace directory publication is unavailable,_renameat2 is None,4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,439,Test,equality of two derived values,move to pytest over the pure transformation,,"code == getattr(os, 'EEXIST', 17)",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,440,Operational,message: operational,keep in place (OS / TOCTOU / precondition),cannot atomically publish corpus directory,result != 0,8,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,468,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,484,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,519,Test,len() arity comparison,move to pytest over the pure transformation,corpus directory exceeds its entry-count cap,len(values) >= cap,4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,524,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),cannot enumerate corpus package,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,526,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),corpus enumeration returned an invalid name,"any((type(item) is not str or not item or item in {'.', '..'} for item in values))",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,534,Test,ordering/cap comparison,move to pytest over the pure transformation,corpus file exceeds its pre-parse byte cap,entry.size > limit,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,542,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),corpus file ended before its snapshotted size,not value,4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,549,Operational,message: operational,keep in place (OS / TOCTOU / precondition),corpus file changed while being read,_posix_identity(os.fstat(entry.handle)) != entry.identity,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,552,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),cannot read corpus file,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,615,Test,len() arity comparison,move to pytest over the pure transformation,corpus tree exceeds its file-count cap,len(file_names) > _MAX_FILES,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,622,Test,ordering/cap comparison,move to pytest over the pure transformation,corpus file exceeds its pre-parse byte cap,entry.size > limit,3,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,626,Test,ordering/cap comparison,move to pytest over the pure transformation,corpus tree exceeds its aggregate byte cap,total_bytes > _MAX_AGGREGATE_BYTES,3,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,642,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,646,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),corpus snapshot is closed,self._closed,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,648,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),requested file is outside the corpus snapshot,type(relative) is not str or relative not in self.files,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,652,Test,len() arity comparison,move to pytest over the pure transformation,corpus file changed during verification,len(payload) != snapshot.size or hashlib.sha256(payload).hexdigest() != snapshot.sha256,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,657,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),corpus snapshot is closed,self._closed,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,662,Operational,message: operational,keep in place (OS / TOCTOU / precondition),corpus entries changed during verification,"frozenset(_entry_names(directory, cap=_directory_entry_cap(name))) != self._initial_names[name]",4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,668,Operational,message: operational,keep in place (OS / TOCTOU / precondition),corpus directory moved during verification,_win_final_path(directory.handle) != os.path.normcase(os.path.normpath(str(directory.path))),4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,672,Operational,message: operational,keep in place (OS / TOCTOU / precondition),corpus directory changed during verification,current != directory.identity,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,682,Operational,message: operational,keep in place (OS / TOCTOU / precondition),corpus file was replaced during verification,current.identity != snapshot._entry.identity,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,709,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),cannot release corpus snapshot handles,errors,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,747,Operational,message: operational,keep in place (OS / TOCTOU / precondition),cannot allocate unique corpus staging directory,staging is None,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,804,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,824,Test,ordering/cap comparison,move to pytest over the pure transformation,content-addressed collision exceeds byte cap,entry.size > limit,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,843,Test,membership in a literal set (enum),move to pytest over the pure transformation,,"code in {80, 183}",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,844,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),cannot create corpus file,handle == _INVALID_HANDLE,5,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,852,Test,len() arity comparison,move to pytest over the pure transformation,cannot write corpus file,"not _kernel32.WriteFile(raw, chunk, len(chunk), ctypes.byref(written), None)",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,854,Test,len() arity comparison,move to pytest over the pure transformation,short corpus file write,written.value != len(chunk),2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,857,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),cannot flush corpus file,not _kernel32.FlushFileBuffers(raw),2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,870,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),owned corpus pathname was replaced,"not _same_object(current.identity, expected.identity)",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,882,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),refusing an invalid corpus ownership capability,"type(owned) is not OwnedCorpusDirectory or not _tree_is_owned(owned.path, owned.parent, owned.prefix)",4,
